,dates,long_ma_type,short_ma_type,long_window,long_to_short_ratio,rsi_bounds,z_score_centre,total_return_percent,volatility,max_drawdown,return_per_unit_risk
312,"['2022-07-01', '2022-07-29']",sma,sma,72,3,"[20, 80]",1.0,-0.3812161298816341,3.91815060680552,-4.609000767009584,-0.0972949149069185
313,"['2022-07-01', '2022-07-29']",sma,sma,72,3,"[20, 80]",0.75,-0.25857592074723934,3.9023862805621623,-4.849938034708567,-0.06626097524871113
314,"['2022-07-01', '2022-07-29']",sma,sma,72,3,"[30, 70]",1.0,-0.3635924532531698,3.855026804510249,-4.6528775812858445,-0.09431645269697712
315,"['2022-07-01', '2022-07-29']",sma,sma,72,3,"[30, 70]",0.75,0.29406664428694995,3.9064771988579867,-4.6098197859984875,0.07527668262671978
316,"['2022-07-01', '2022-07-29']",sma,sma,72,3,"[40, 60]",1.0,-0.10380532713055723,3.8607193753887596,-4.973463738534789,-0.026887560850004655
317,"['2022-07-01', '2022-07-29']",sma,sma,72,3,"[40, 60]",0.75,0.9480466369668372,4.107978309607063,-4.585537905694751,0.23078180202405207
318,"['2022-07-01', '2022-07-29']",sma,sma,72,4,"[20, 80]",1.0,-0.5398687620589593,3.9016859351465807,-4.490995083639796,-0.1383680724262798
319,"['2022-07-01', '2022-07-29']",sma,sma,72,4,"[20, 80]",0.75,-0.5384422425717572,3.8911120332059803,-4.854184223674059,-0.13837747101003456
320,"['2022-07-01', '2022-07-29']",sma,sma,72,4,"[30, 70]",1.0,-1.3499449662860319,3.844443053430845,-4.825326379112012,-0.35114188128793283
321,"['2022-07-01', '2022-07-29']",sma,sma,72,4,"[30, 70]",0.75,-0.5400723459733525,3.896645274253908,-4.843533214580038,-0.13859930990940927
322,"['2022-07-01', '2022-07-29']",sma,sma,72,4,"[40, 60]",1.0,-0.8727376861852543,3.90290661124464,-4.948342330322488,-0.223612239060708
323,"['2022-07-01', '2022-07-29']",sma,sma,72,4,"[40, 60]",0.75,-0.1081000026529999,3.9778800630115922,-4.866320782897484,-0.027175279530966816
324,"['2022-07-01', '2022-07-29']",sma,sma,84,2,"[20, 80]",1.0,-0.5034477172314089,3.9441715912792823,-4.321171652800172,-0.12764346215173586
325,"['2022-07-01', '2022-07-29']",sma,sma,84,2,"[20, 80]",0.75,-0.38344261616862774,3.895219251278352,-4.8667157352613435,-0.09843928966072646
326,"['2022-07-01', '2022-07-29']",sma,sma,84,2,"[30, 70]",1.0,-0.5002435286017959,3.938490257775139,-4.535939994551603,-0.12701403224604763
327,"['2022-07-01', '2022-07-29']",sma,sma,84,2,"[30, 70]",0.75,-0.3753292676734743,3.9196355545156476,-4.938130057063869,-0.09575616468757489
328,"['2022-07-01', '2022-07-29']",sma,sma,84,2,"[40, 60]",1.0,-0.4647080813631299,3.947357443027291,-4.808914123067466,-0.11772637468745113
329,"['2022-07-01', '2022-07-29']",sma,sma,84,2,"[40, 60]",0.75,-0.20929327978064238,3.936584564281895,-4.797100128298249,-0.05316620953088082
330,"['2022-07-01', '2022-07-29']",sma,sma,84,3,"[20, 80]",1.0,-0.14322250505770517,3.956528477728225,-4.415718373428924,-0.036199033032094145
331,"['2022-07-01', '2022-07-29']",sma,sma,84,3,"[20, 80]",0.75,-0.3606819849217513,3.8791354354709373,-4.832509856549734,-0.09297999281583824
332,"['2022-07-01', '2022-07-29']",sma,sma,84,3,"[30, 70]",1.0,-0.22022713641526304,3.901038957502566,-4.586271774010153,-0.05645345735184655
333,"['2022-07-01', '2022-07-29']",sma,sma,84,3,"[30, 70]",0.75,-0.6656552552970596,3.8464524896801273,-4.947090504406399,-0.17305692897104152
334,"['2022-07-01', '2022-07-29']",sma,sma,84,3,"[40, 60]",1.0,-0.4307052987106763,3.8245306990401713,-4.576267479764358,-0.11261650973772255
335,"['2022-07-01', '2022-07-29']",sma,sma,84,3,"[40, 60]",0.75,-0.41914029379984674,3.857457932868264,-4.693949783104866,-0.1086571262977298
336,"['2022-07-01', '2022-07-29']",sma,sma,84,4,"[20, 80]",1.0,-0.3198258888887584,3.9154872514345427,-4.354702226045753,-0.08168227051986485
337,"['2022-07-01', '2022-07-29']",sma,sma,84,4,"[20, 80]",0.75,-0.670720533489555,3.8250627633045515,-4.8511230215753764,-0.17534889621264815
338,"['2022-07-01', '2022-07-29']",sma,sma,84,4,"[30, 70]",1.0,-0.4062354470999785,3.8461252069711467,-4.447309956442809,-0.10562200272723103
339,"['2022-07-01', '2022-07-29']",sma,sma,84,4,"[30, 70]",0.75,-0.41752568873894,3.8267598203284257,-4.6757243378726,-0.10910684452182487
340,"['2022-07-01', '2022-07-29']",sma,sma,84,4,"[40, 60]",1.0,0.43304066950307085,3.8977832927996636,-4.350872205488246,0.11109921639384687
341,"['2022-07-01', '2022-07-29']",sma,sma,84,4,"[40, 60]",0.75,0.804834310737168,3.980732933561738,-4.243178794799888,0.20218244332634674
342,"['2022-07-01', '2022-07-29']",sma,sma,96,2,"[20, 80]",1.0,-0.9447248766996874,3.8681715755562647,-4.488305350967887,-0.24423034455596265
343,"['2022-07-01', '2022-07-29']",sma,sma,96,2,"[20, 80]",0.75,-1.6087482054718771,3.861962955187664,-5.054798484652221,-0.4165623088929146
344,"['2022-07-01', '2022-07-29']",sma,sma,96,2,"[30, 70]",1.0,-1.0491364019046379,3.8518238542450574,-4.69425366711478,-0.27237393027419854
345,"['2022-07-01', '2022-07-29']",sma,sma,96,2,"[30, 70]",0.75,-1.7702292449380042,3.8517237493548384,-5.222004508210517,-0.4595940311748776
346,"['2022-07-01', '2022-07-29']",sma,sma,96,2,"[40, 60]",1.0,-2.158841683754875,3.9020806708490388,-5.692789057195409,-0.5532539857217101
347,"['2022-07-01', '2022-07-29']",sma,sma,96,2,"[40, 60]",0.75,-3.1323238370323137,3.8882468771387986,-5.989161776085912,-0.8055876944051614
348,"['2022-07-01', '2022-07-29']",sma,sma,96,3,"[20, 80]",1.0,-0.17513584797436144,3.9108712824415104,-4.350128995061904,-0.04478179805115606
349,"['2022-07-01', '2022-07-29']",sma,sma,96,3,"[20, 80]",0.75,-0.8810946994716851,3.893032288709615,-4.907694031950728,-0.22632607030437263
350,"['2022-07-01', '2022-07-29']",sma,sma,96,3,"[30, 70]",1.0,-0.17881453391684898,3.891354787234876,-4.421772596605429,-0.04595174269471102
351,"['2022-07-01', '2022-07-29']",sma,sma,96,3,"[30, 70]",0.75,-0.873408964242961,3.886107196087347,-4.945291042331658,-0.2247516396671549
352,"['2022-07-01', '2022-07-29']",sma,sma,96,3,"[40, 60]",1.0,-2.0418498692675424,3.850564373165888,-5.4893909686677445,-0.5302728824628785
353,"['2022-07-01', '2022-07-29']",sma,sma,96,3,"[40, 60]",0.75,-2.967321795814515,3.7853034941079797,-5.889731840224313,-0.7839059141316685
354,"['2022-07-01', '2022-07-29']",sma,sma,96,4,"[20, 80]",1.0,-0.23698092737808318,3.895299582683942,-4.441223318192304,-0.06083766404811371
355,"['2022-07-01', '2022-07-29']",sma,sma,96,4,"[20, 80]",0.75,-1.0338864720364827,3.8625013392880834,-5.016148405859445,-0.2676727802059593
356,"['2022-07-01', '2022-07-29']",sma,sma,96,4,"[30, 70]",1.0,-0.33882538126576156,3.8402898388029585,-4.5620159749136455,-0.08822911693857344
357,"['2022-07-01', '2022-07-29']",sma,sma,96,4,"[30, 70]",0.75,-1.1124618069229597,3.8661819754918128,-5.018769265662872,-0.28774170848009417
358,"['2022-07-01', '2022-07-29']",sma,sma,96,4,"[40, 60]",1.0,0.10624987922120965,3.7816821904351388,-4.7804977484216495,0.028095930295238273
359,"['2022-07-01', '2022-07-29']",sma,sma,96,4,"[40, 60]",0.75,-0.43134386626711985,3.9082298849974615,-4.821093215568513,-0.11036808963641606
360,"['2022-07-01', '2022-07-29']",sma,ema,60,2,"[20, 80]",1.0,0.09805627948051843,3.920628216238533,-4.488492672189599,0.025010348870721035
361,"['2022-07-01', '2022-07-29']",sma,ema,60,2,"[20, 80]",0.75,-0.38897606346440794,3.8795427372975073,-4.718636505133306,-0.10026337890928068
362,"['2022-07-01', '2022-07-29']",sma,ema,60,2,"[30, 70]",1.0,-0.07696686825248156,3.8841045303150454,-4.6282047710892185,-0.019815859138641322
363,"['2022-07-01', '2022-07-29']",sma,ema,60,2,"[30, 70]",0.75,-0.45821848932735554,3.8410411024934374,-4.697076390322157,-0.11929538817741366
364,"['2022-07-01', '2022-07-29']",sma,ema,60,2,"[40, 60]",1.0,-1.3478537578749616,3.7365464809789692,-4.609740949848236,-0.36072179611206817
365,"['2022-07-01', '2022-07-29']",sma,ema,60,2,"[40, 60]",0.75,-1.1909675386848395,3.7784356779488646,-4.6399698314599185,-0.31520122087439106
366,"['2022-07-01', '2022-07-29']",sma,ema,60,3,"[20, 80]",1.0,-0.1818912097632852,3.9349253975226905,-4.446928724236114,-0.046224817852404114
367,"['2022-07-01', '2022-07-29']",sma,ema,60,3,"[20, 80]",0.75,-0.5097339497195597,3.909947726034598,-4.648021535830927,-0.1303684819941373
368,"['2022-07-01', '2022-07-29']",sma,ema,60,3,"[30, 70]",1.0,-0.4767522397105983,3.9004517309260827,-4.563553405903337,-0.12223000631708965
369,"['2022-07-01', '2022-07-29']",sma,ema,60,3,"[30, 70]",0.75,-0.42994335609565226,3.888720951305913,-4.509163030716025,-0.11056163748423975
370,"['2022-07-01', '2022-07-29']",sma,ema,60,3,"[40, 60]",1.0,0.034420391693079644,3.8541496371034523,-4.440534582794359,0.008930735683357626
371,"['2022-07-01', '2022-07-29']",sma,ema,60,3,"[40, 60]",0.75,0.23138780492244493,3.9131629005535853,-4.458881534219518,0.05913063442610863
372,"['2022-07-01', '2022-07-29']",sma,ema,60,4,"[20, 80]",1.0,-0.3046308789779406,3.941936726586527,-4.559282593188235,-0.0772794948542292
373,"['2022-07-01', '2022-07-29']",sma,ema,60,4,"[20, 80]",0.75,-0.6237855981958806,3.91950614138453,-4.786376653841205,-0.15914902941714337
374,"['2022-07-01', '2022-07-29']",sma,ema,60,4,"[30, 70]",1.0,-0.7686274469784649,3.8855426126763937,-4.986550931798881,-0.19781727382704675
375,"['2022-07-01', '2022-07-29']",sma,ema,60,4,"[30, 70]",0.75,-0.7286401775304263,3.872841096147697,-4.938003044027661,-0.18814099505791818
376,"['2022-07-01', '2022-07-29']",sma,ema,60,4,"[40, 60]",1.0,0.020674048498880992,3.882783795288204,-4.604769657425692,0.005324542799413439
377,"['2022-07-01', '2022-07-29']",sma,ema,60,4,"[40, 60]",0.75,0.17805140584987722,3.869053528013211,-4.246860262953452,0.04601936999856086
378,"['2022-07-01', '2022-07-29']",sma,ema,72,2,"[20, 80]",1.0,-0.2643975213027172,3.9419136343909478,-4.440856963870336,-0.0670733927288512
379,"['2022-07-01', '2022-07-29']",sma,ema,72,2,"[20, 80]",0.75,-0.29568913055659785,3.916135366418674,-4.818182462921196,-0.07550533954780196
380,"['2022-07-01', '2022-07-29']",sma,ema,72,2,"[30, 70]",1.0,-0.3791266316107711,3.9272789164613844,-4.603611459112344,-0.09653672165265446
381,"['2022-07-01', '2022-07-29']",sma,ema,72,2,"[30, 70]",0.75,-0.32434744615258415,3.8977693129088427,-4.920050076584614,-0.08321360760843204
382,"['2022-07-01', '2022-07-29']",sma,ema,72,2,"[40, 60]",1.0,-1.4123115112780305,3.8887499403227936,-4.999244996869301,-0.36317879343015785
383,"['2022-07-01', '2022-07-29']",sma,ema,72,2,"[40, 60]",0.75,-1.4182296207570722,3.942324427712323,-5.65079488208779,-0.35974452299960796
384,"['2022-07-01', '2022-07-29']",sma,ema,72,3,"[20, 80]",1.0,-0.2616207073521615,3.920761158029371,-4.453480367348889,-0.06672701978195879
385,"['2022-07-01', '2022-07-29']",sma,ema,72,3,"[20, 80]",0.75,-0.37193557914307895,3.8841938444981636,-4.82056063269051,-0.09575618365955495
386,"['2022-07-01', '2022-07-29']",sma,ema,72,3,"[30, 70]",1.0,-0.37535141199411814,3.854243186932456,-4.528030405780757,-0.09738654096003102
387,"['2022-07-01', '2022-07-29']",sma,ema,72,3,"[30, 70]",0.75,0.010382468207237316,3.875303182538661,-4.615263279706181,0.002679137016690368
388,"['2022-07-01', '2022-07-29']",sma,ema,72,3,"[40, 60]",1.0,-0.4461996349851671,3.7905246471975165,-4.834417390232599,-0.11771447926477935
389,"['2022-07-01', '2022-07-29']",sma,ema,72,3,"[40, 60]",0.75,0.43314907513145595,3.986243673512888,-4.5995208060275985,0.10866096270269954
390,"['2022-07-01', '2022-07-29']",sma,ema,72,4,"[20, 80]",1.0,-0.4745307912226493,3.9143949254110786,-4.4593074770270515,-0.1212271117924606
391,"['2022-07-01', '2022-07-29']",sma,ema,72,4,"[20, 80]",0.75,-0.6305432544148393,3.8891412248281485,-4.849197835709389,-0.16212917401648264
392,"['2022-07-01', '2022-07-29']",sma,ema,72,4,"[30, 70]",1.0,-1.2921499490772037,3.8524579303908464,-4.844836075360743,-0.3354092302692869
393,"['2022-07-01', '2022-07-29']",sma,ema,72,4,"[30, 70]",0.75,-0.6089188232706322,3.878738176250196,-4.879636233237339,-0.1569888957700439
394,"['2022-07-01', '2022-07-29']",sma,ema,72,4,"[40, 60]",1.0,-0.6146461479221155,3.918064798086076,-4.922477020434647,-0.15687493178325232
395,"['2022-07-01', '2022-07-29']",sma,ema,72,4,"[40, 60]",0.75,0.17232042880135356,3.9823267725071965,-4.81508316054822,0.04327129305184163
396,"['2022-07-01', '2022-07-29']",sma,ema,84,2,"[20, 80]",1.0,-0.5092833519685813,3.9420341880985412,-4.371359720033519,-0.12919303275100122
397,"['2022-07-01', '2022-07-29']",sma,ema,84,2,"[20, 80]",0.75,-0.8278962162995618,3.848687472667492,-4.85934689744817,-0.21511131318900106
398,"['2022-07-01', '2022-07-29']",sma,ema,84,2,"[30, 70]",1.0,-0.5355959911582775,3.9310076699766605,-4.604060398130815,-0.1362490323407223
399,"['2022-07-01', '2022-07-29']",sma,ema,84,2,"[30, 70]",0.75,-0.8926458124217551,3.8640050172953737,-5.01101292678045,-0.2310156970361716
400,"['2022-07-01', '2022-07-29']",sma,ema,84,2,"[40, 60]",1.0,-0.48085376784087197,3.9157219052401375,-4.816813016737749,-0.12280079624586693
401,"['2022-07-01', '2022-07-29']",sma,ema,84,2,"[40, 60]",0.75,-0.4199800134467191,3.883857686674234,-5.009322121755583,-0.10813475861582096
402,"['2022-07-01', '2022-07-29']",sma,ema,84,3,"[20, 80]",1.0,-0.43523998900920624,3.949480828045811,-4.426949593743268,-0.1102018234696841
403,"['2022-07-01', '2022-07-29']",sma,ema,84,3,"[20, 80]",0.75,-0.7867999764986311,3.851543464161115,-4.889861282588168,-0.204281733756833
404,"['2022-07-01', '2022-07-29']",sma,ema,84,3,"[30, 70]",1.0,-0.6055915327243921,3.9003300809863806,-4.619041285739893,-0.15526673900667404
405,"['2022-07-01', '2022-07-29']",sma,ema,84,3,"[30, 70]",0.75,-1.0736300997606807,3.831041455580587,-4.995873315029928,-0.2802449705149364
406,"['2022-07-01', '2022-07-29']",sma,ema,84,3,"[40, 60]",1.0,-0.9251637960413284,3.828837613515469,-4.613509249404651,-0.2416304605804068
407,"['2022-07-01', '2022-07-29']",sma,ema,84,3,"[40, 60]",0.75,-0.7602692214741524,3.848545586637006,-4.6307364645323235,-0.19754715238763804
408,"['2022-07-01', '2022-07-29']",sma,ema,84,4,"[20, 80]",1.0,-0.4509691651154557,3.9327241386536675,-4.368693747213936,-0.11467093780695253
409,"['2022-07-01', '2022-07-29']",sma,ema,84,4,"[20, 80]",0.75,-1.0084074029845902,3.8340093495203584,-4.930977318281652,-0.2630164172945337
410,"['2022-07-01', '2022-07-29']",sma,ema,84,4,"[30, 70]",1.0,-0.6402741554616287,3.856577008815159,-4.495287990687916,-0.16602135883663777
411,"['2022-07-01', '2022-07-29']",sma,ema,84,4,"[30, 70]",0.75,-0.7572004415598355,3.8340273029372733,-4.743525855477619,-0.19749479639327014
412,"['2022-07-01', '2022-07-29']",sma,ema,84,4,"[40, 60]",1.0,0.050277658015285276,3.893194712625313,-4.469675729756357,0.012914241831326579
413,"['2022-07-01', '2022-07-29']",sma,ema,84,4,"[40, 60]",0.75,0.3264065295701224,3.959641206850724,-4.3584680708042525,0.08243336012500178
414,"['2022-07-01', '2022-07-29']",sma,ema,96,2,"[20, 80]",1.0,-0.253028652867604,3.9064777844576515,-4.341224294433912,-0.0647715581218217
415,"['2022-07-01', '2022-07-29']",sma,ema,96,2,"[20, 80]",0.75,-0.9820468664737736,3.85378211959482,-4.862358311314896,-0.25482677432138384
416,"['2022-07-01', '2022-07-29']",sma,ema,96,2,"[30, 70]",1.0,-0.3018636130963537,3.891510514101928,-4.4346678007997395,-0.07756977965303453
417,"['2022-07-01', '2022-07-29']",sma,ema,96,2,"[30, 70]",0.75,-1.1049676025024047,3.8371618480027876,-4.971661941707274,-0.2879648152129761
418,"['2022-07-01', '2022-07-29']",sma,ema,96,2,"[40, 60]",1.0,-1.3062935771650852,3.8668174942061007,-5.217724993599886,-0.3378213683791356
419,"['2022-07-01', '2022-07-29']",sma,ema,96,2,"[40, 60]",0.75,-2.420595412080362,3.7783603266768724,-5.515383390837321,-0.6406470539588038
420,"['2022-07-01', '2022-07-29']",sma,ema,96,3,"[20, 80]",1.0,-0.2685335745456041,3.9014746374232514,-4.326104163860949,-0.06882873772132439
421,"['2022-07-01', '2022-07-29']",sma,ema,96,3,"[20, 80]",0.75,-1.0613852643848842,3.833198473732203,-4.852773850596486,-0.2768928537507905
422,"['2022-07-01', '2022-07-29']",sma,ema,96,3,"[30, 70]",1.0,-0.3136112076359998,3.8684166035790093,-4.421103127361857,-0.08106965711651913
423,"['2022-07-01', '2022-07-29']",sma,ema,96,3,"[30, 70]",0.75,-1.1117936224443015,3.8151245198739616,-4.86640264708527,-0.29141738799158023
424,"['2022-07-01', '2022-07-29']",sma,ema,96,3,"[40, 60]",1.0,-2.0185795111614,3.8327862678394657,-5.367858453197698,-0.5266611206836925
425,"['2022-07-01', '2022-07-29']",sma,ema,96,3,"[40, 60]",0.75,-2.8947297720819387,3.7615535807369085,-5.774612532765691,-0.7695569689359165
426,"['2022-07-01', '2022-07-29']",sma,ema,96,4,"[20, 80]",1.0,-0.30747756627674816,3.878561756239822,-4.270926417469021,-0.07927618163667986
427,"['2022-07-01', '2022-07-29']",sma,ema,96,4,"[20, 80]",0.75,-1.1058741474330391,3.8163106073457507,-4.791068100125046,-0.2897757182825787
428,"['2022-07-01', '2022-07-29']",sma,ema,96,4,"[30, 70]",1.0,-0.48280948689092273,3.822627082062112,-4.443019991622346,-0.12630305717147583
429,"['2022-07-01', '2022-07-29']",sma,ema,96,4,"[30, 70]",0.75,-1.1940143778145118,3.813747360655264,-4.8166043500349724,-0.3130816661147058
430,"['2022-07-01', '2022-07-29']",sma,ema,96,4,"[40, 60]",1.0,-0.2570383338945992,3.7430901444942335,-4.820235974464477,-0.06867008914350638
431,"['2022-07-01', '2022-07-29']",sma,ema,96,4,"[40, 60]",0.75,-0.7713538551758381,3.842391088322434,-4.8620806043734275,-0.20074839792338964
432,"['2022-07-01', '2022-07-29']",ema,sma,60,2,"[20, 80]",1.0,-0.03870702793841163,3.8969258242194056,-4.263262358649617,-0.009932708417965602
433,"['2022-07-01', '2022-07-29']",ema,sma,60,2,"[20, 80]",0.75,-0.04579209100368242,3.932663264863533,-4.389127351929352,-0.01164404067157564
434,"['2022-07-01', '2022-07-29']",ema,sma,60,2,"[30, 70]",1.0,-0.1809782468727983,3.882734379799185,-4.482980425764279,-0.04661102954000126
435,"['2022-07-01', '2022-07-29']",ema,sma,60,2,"[30, 70]",0.75,-0.06963470408348771,3.9140583448677804,-4.400866443664833,-0.017790921327167905
436,"['2022-07-01', '2022-07-29']",ema,sma,60,2,"[40, 60]",1.0,-1.6147661817293657,3.7179233819468895,-4.6370448481945274,-0.4343193809668541
437,"['2022-07-01', '2022-07-29']",ema,sma,60,2,"[40, 60]",0.75,-1.3411287419875295,3.782610286108925,-4.622284060092812,-0.3545511275408481
438,"['2022-07-01', '2022-07-29']",ema,sma,60,3,"[20, 80]",1.0,-0.30834857829565854,3.887389583742626,-4.521086570629349,-0.0793202151863546
439,"['2022-07-01', '2022-07-29']",ema,sma,60,3,"[20, 80]",0.75,-0.43985719556179914,3.871460183247328,-4.618556800913224,-0.11361532205991924
440,"['2022-07-01', '2022-07-29']",ema,sma,60,3,"[30, 70]",1.0,-0.5441463354778686,3.866565803007683,-4.5712047548164,-0.14073117158761242
441,"['2022-07-01', '2022-07-29']",ema,sma,60,3,"[30, 70]",0.75,-0.399000160855445,3.859599776292981,-4.472423456157269,-0.1033786361234251
442,"['2022-07-01', '2022-07-29']",ema,sma,60,3,"[40, 60]",1.0,-0.20098904492263925,3.8452891151804227,-4.533544392939931,-0.05226890330019015
443,"['2022-07-01', '2022-07-29']",ema,sma,60,3,"[40, 60]",0.75,-0.039147148404583554,3.880029723005852,-4.499234140097403,-0.010089393947801083
444,"['2022-07-01', '2022-07-29']",ema,sma,60,4,"[20, 80]",1.0,-0.44343931978623186,3.9256447909745056,-4.6065038093449795,-0.11295961387177673
445,"['2022-07-01', '2022-07-29']",ema,sma,60,4,"[20, 80]",0.75,-0.5647463945444353,3.897716404299717,-4.768478448264019,-0.14489160728098185
446,"['2022-07-01', '2022-07-29']",ema,sma,60,4,"[30, 70]",1.0,-0.9926376358204592,3.87860119784026,-5.154673637670334,-0.25592670790005284
447,"['2022-07-01', '2022-07-29']",ema,sma,60,4,"[30, 70]",0.75,-0.7111752029129614,3.867651707376557,-5.030875940611526,-0.18387777822821444
448,"['2022-07-01', '2022-07-29']",ema,sma,60,4,"[40, 60]",1.0,-0.31096692961424255,3.921420468413698,-4.997777791999887,-0.0792995630330954
449,"['2022-07-01', '2022-07-29']",ema,sma,60,4,"[40, 60]",0.75,-0.07324986027400504,3.915625110152468,-4.5832953505426,-0.01870706674244226
450,"['2022-07-01', '2022-07-29']",ema,sma,72,2,"[20, 80]",1.0,-0.3246158782334918,3.888176078367836,-4.283405131991088,-0.08348795725572127
451,"['2022-07-01', '2022-07-29']",ema,sma,72,2,"[20, 80]",0.75,0.2654405853018682,3.9699521198567527,-4.602440155748944,0.06686241478183018
452,"['2022-07-01', '2022-07-29']",ema,sma,72,2,"[30, 70]",1.0,-0.45676644815151324,3.9013849366100137,-4.539684035360155,-0.1170780262837653
453,"['2022-07-01', '2022-07-29']",ema,sma,72,2,"[30, 70]",0.75,0.2787171480739481,3.9821797411169326,-4.776464605745421,0.06999110190736212
454,"['2022-07-01', '2022-07-29']",ema,sma,72,2,"[40, 60]",1.0,-1.3261093751419817,3.96568383348959,-5.20422522591489,-0.33439614220962144
455,"['2022-07-01', '2022-07-29']",ema,sma,72,2,"[40, 60]",0.75,-0.937714433192316,4.021369637612819,-5.482641349088726,-0.2331828500473201
456,"['2022-07-01', '2022-07-29']",ema,sma,72,3,"[20, 80]",1.0,-0.38644049268676817,3.866408678334843,-4.448525929272989,-0.09994817538357005
457,"['2022-07-01', '2022-07-29']",ema,sma,72,3,"[20, 80]",0.75,-0.14044361115191917,3.845125934486505,-4.517158889008207,-0.036525100489504414
458,"['2022-07-01', '2022-07-29']",ema,sma,72,3,"[30, 70]",1.0,-0.3683646875300095,3.8165594986650877,-4.496719760230756,-0.09651747540130105
459,"['2022-07-01', '2022-07-29']",ema,sma,72,3,"[30, 70]",0.75,0.3691323879231989,3.8648726848983213,-4.421207165513834,0.0955095854426341
460,"['2022-07-01', '2022-07-29']",ema,sma,72,3,"[40, 60]",1.0,-0.035416765349227664,3.7718602171484807,-4.624844166980389,-0.009389734324779053
461,"['2022-07-01', '2022-07-29']",ema,sma,72,3,"[40, 60]",0.75,1.0106754803484774,3.96916572552951,-4.24358360173683,0.25463171614323243
462,"['2022-07-01', '2022-07-29']",ema,sma,72,4,"[20, 80]",1.0,-0.6055276251444197,3.860439176588263,-4.48993646316257,-0.15685459540890018
463,"['2022-07-01', '2022-07-29']",ema,sma,72,4,"[20, 80]",0.75,-0.7401005595534027,3.8388025596125344,-4.896415660555023,-0.19279464053189127
464,"['2022-07-01', '2022-07-29']",ema,sma,72,4,"[30, 70]",1.0,-1.5303394913607438,3.7961596285080974,-4.8850172113639845,-0.4031283299754631
465,"['2022-07-01', '2022-07-29']",ema,sma,72,4,"[30, 70]",0.75,-0.8511549706889054,3.8326037584264045,-4.933965258736859,-0.22208269477833362
466,"['2022-07-01', '2022-07-29']",ema,sma,72,4,"[40, 60]",1.0,-1.170412610390248,3.8733671857711394,-5.066633073165221,-0.3021692894724189
467,"['2022-07-01', '2022-07-29']",ema,sma,72,4,"[40, 60]",0.75,-0.5271972110153622,3.9236845755777057,-5.000283752100903,-0.13436279111139815
468,"['2022-07-01', '2022-07-29']",ema,sma,84,2,"[20, 80]",1.0,-0.521797337370844,3.843706773418032,-4.4083647025846595,-0.1357536794896645
469,"['2022-07-01', '2022-07-29']",ema,sma,84,2,"[20, 80]",0.75,-0.4630910035236191,3.8352113188653747,-4.743572106782548,-0.1207471935759258
470,"['2022-07-01', '2022-07-29']",ema,sma,84,2,"[30, 70]",1.0,-0.43314093517621277,3.8350597045083425,-4.572692368435874,-0.112942422947687
471,"['2022-07-01', '2022-07-29']",ema,sma,84,2,"[30, 70]",0.75,-0.3996867310839147,3.8653175934615405,-4.825000606303141,-0.10340333528091282
472,"['2022-07-01', '2022-07-29']",ema,sma,84,2,"[40, 60]",1.0,-0.5608341149496043,3.913913829875494,-5.226994696705421,-0.1432924022671815
473,"['2022-07-01', '2022-07-29']",ema,sma,84,2,"[40, 60]",0.75,-0.45116494293655496,3.9503042623721134,-5.20952550963407,-0.114210175462696
474,"['2022-07-01', '2022-07-29']",ema,sma,84,3,"[20, 80]",1.0,-0.2583265867984741,3.8955618142946578,-4.538422266397917,-0.06631305036684355
475,"['2022-07-01', '2022-07-29']",ema,sma,84,3,"[20, 80]",0.75,-0.33706097963541737,3.828019857134146,-4.821981289803707,-0.08805100083460869
476,"['2022-07-01', '2022-07-29']",ema,sma,84,3,"[30, 70]",1.0,-0.45848840333495566,3.851877889978931,-4.767230677208152,-0.1190298385438858
477,"['2022-07-01', '2022-07-29']",ema,sma,84,3,"[30, 70]",0.75,-0.8190894229060164,3.803828288311272,-5.012718235090385,-0.2153329122197719
478,"['2022-07-01', '2022-07-29']",ema,sma,84,3,"[40, 60]",1.0,-0.9477302580385705,3.7562731006912147,-4.921550042116176,-0.25230600455120605
479,"['2022-07-01', '2022-07-29']",ema,sma,84,3,"[40, 60]",0.75,-0.7927002419773954,3.796424687263864,-4.923634759284564,-0.20880178253943066
480,"['2022-07-01', '2022-07-29']",ema,sma,84,4,"[20, 80]",1.0,-0.3676769451456341,3.855905281079043,-4.434857712367734,-0.09535424714653332
481,"['2022-07-01', '2022-07-29']",ema,sma,84,4,"[20, 80]",0.75,-0.7813663231530654,3.765445863591722,-4.894085062205314,-0.20750964200763958
482,"['2022-07-01', '2022-07-29']",ema,sma,84,4,"[30, 70]",1.0,-0.420428242108406,3.789700649184581,-4.533208964625639,-0.11093969709688505
483,"['2022-07-01', '2022-07-29']",ema,sma,84,4,"[30, 70]",0.75,-0.5386983490282882,3.7569024026792657,-4.740047389300357,-0.14338896550629343
484,"['2022-07-01', '2022-07-29']",ema,sma,84,4,"[40, 60]",1.0,0.3856733913677246,3.8438890262722256,-4.351841219289934,0.10033416384597027
485,"['2022-07-01', '2022-07-29']",ema,sma,84,4,"[40, 60]",0.75,0.7265332546262826,3.9260489678016888,-4.188190298385977,0.18505455754238595
486,"['2022-07-01', '2022-07-29']",ema,sma,96,2,"[20, 80]",1.0,-0.6603420498914825,3.7612689636402497,-4.429118189969296,-0.17556363458049196
